Taxon,Count
Paenibacillales,27
Dyella sp. Z3-YC6867,2
Planctomycetales,27
Nocardioides sp.,8
Pseudarthrobacter siccitolerans,3
uncultured Rhodanobacter sp.,5
Nocardiaceae,11
Paenibacillus,26
Frateuria sp. Bio32,2
Vicinamibacterales,273
Chryseobacterium,7
Pseudarthrobacter,50
Dongiaceae,10
Psychrobacillus psychrodurans,2
Chitinophagales,197
Nitrospirota,38
Iamia,13
Oxalobacteraceae,41
Micropepsaceae,53
Amorphea,151
Pseudomonas sp. ES3-33,2
Subgroup 17,29
uncultured Alphaproteobacteria bacterium,58
Dyella ginsengisoli,2
Oligoflexia,27
Acidobacteriota,745
env.OPS 17,12
Sumerlaeota,8
Brevibacillales,16
Stenotrophobacter,5
Gammaproteobacteria,1333
Iamiaceae,13
Bdellovibrionota,47
uncultured soil bacterium,108
Enterobacterales,128
uncultured Serratia sp.,3
Anaerolineaceae,34
Hyphomicrobiaceae,26
uncultured Acidobacteria bacterium,233
Blastocatellaceae,16
Rhodobacteraceae,16
Elsterales,9
Anaerolineae,83
Haliangiaceae,85
S085,31
Gemmatales,54
NS11-12 marine group,11
Bacillales,138
Holophagae,72
Candidatus Udaeobacter,118
Flavobacteriales,36
uncultured Bacteroidetes bacterium,28
Sandaracinaceae,12
Polyangiales,61
Roseobacter clade NAC11-7 lineage,2
Microbacteriaceae,124
Verrucomicrobiae,350
Rhodanobacter sp.,8
Blastocatellia,111
Sphingobacteriales,49
Opitutales,29
Pseudolabrys,32
0319-6G20,21
Firmicutes,401
Rhizobiales Incertae Sedis,67
Enterobacter,7
Pedosphaerales,119
IMCC26256,75
CL500-29 marine group,19
Bacilli,246
Opitutaceae,25
Alphaproteobacteria,827
Rhodanobacter ginsengisoli,2
Acidimicrobiia,153
uncultured sludge bacterium A20,2
Desulfobacterota,28
Sumerlaeia,8
Gemmatimonadales,230
Rhizobiaceae,54
Cellulomonadaceae,28
Vicinamibacteria,302
Arthrobacter sp. Leaf69,2
Omnitrophia,30
11-24,21
Opisthokonta,145
Enterococcus durans,4
Pseudomonas sp. Root329,2
Methyloligellaceae,20
Micrococcaceae,109
Planococcaceae,51
Pseudomonadales,372
Rahnella1,5
Acidothermus,10
Gemmatimonas,69
Ellin516,6
Pseudomonas sp. C16w,2
RB41,68
Stenotrophomonas sp. LM091,2
uncultured Verrucomicrobia bacterium,49
NS9 marine group,9
Actinobacteriota,1098
Pseudomonadaceae,365
SC-I-84,36
Haliangiales,85
Weeksellaceae,10
Falsibacillus sp.,2
Nitrosomonadaceae,81
Mortierellales,6
Devosia,31
Pseudomonas sp. ATCC PTA-122608,2
Pseudomonas sp. FSL W5-0299,2
Gemmatimonadaceae,230
Planctomycetes,179
Rhodococcus,8
Acetobacterales,28
uncultured Chloroflexi bacterium,38
Pirellulales,89
Mortierellaceae,6
Phaselicystis,10
A0839,10
Acidobacteriae,218
uncultured actinobacterium,51
Pseudomonas migulae,9
Bryobacteraceae,75
Myxococcota,173
Propionibacteriales,131
Rhodanobacter sp. PAMC 26505,2
Nitrospiria,36
Enterococcaceae,9
Acetobacteraceae,28
Bacteria,6920
Pyrinomonadaceae,69
Actinobacteria,668
Sumerlaea,8
Bdellovibrionales,19
Bacillaceae,87
Rhodococcus erythropolis,2
Sporichthyaceae,19
uncultured organism,47
Gemmataceae,54
Chthoniobacteraceae,155
Micropepsales,53
Rhodanobacter sp. NP46,2
Serratia marcescens,5
Subgroup 7,68
Methylacidiphilales,8
Oryzihumus,24
MND1,21
Ilumatobacteraceae,23
Phaselicystidaceae,10
Psychrobacillus,10
Fungi,108
uncultured bacterium,3275
Caulobacter,5
Rhizobacter,27
Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,34
Cryobacterium,21
Solibacterales,63
Nocardioides,77
Dyella,33
Gaiellales,93
Bacillus velezensis,5
Bdellovibrio,16
Incertae Sedis,45
SM1A02,11
Nitrospiraceae,36
Rhodanobacter,105
Nocardioidaceae,110
Patescibacteria,231
JG36-TzT-191,7
Brevibacillaceae,16
Caulobacteraceae,29
vadinHA49,9
Stenotrophomonas,30
Sphingomonadales,55
Saccharimonadales,42
Haliangium,85
Stenotrophomonas sp. 92mfcol6.1,2
Pseudomonas,364
Pseudomonas fluorescens,19
Pyrinomonadales,69
Anaerolineales,34
Bryobacterales,75
Bryobacter,75
Mortierella,6
JG30-KF-CM66,19
Omnitrophaceae,20
Rhodanobacteraceae,166
MBNT15,13
Sphingosinicella sp.,3
Nitrosospira,4
Bdellovibrionia,20
Hyphomicrobium,19
Bacteroidota,323
Xanthobacteraceae,174
Hydrogenophaga,2
Chitinophagaceae,177
Klebsiella,10
Pedosphaeraceae,119
Nakamurellaceae,28
Proteobacteria,2162
Serratia,62
Bdellovibrionaceae,19
Paenibacillus xylanexedens,6
candidate division WWE3 bacterium RIFCSPLOWO2_01_FULL_53_14,2
Xanthomonadaceae,55
metagenome,745
Yersiniaceae,68
Acidothermaceae,10
Bacteroidia,305
KD4-96,103
Rhodanobacter sp. B05,2
Gitt-GS-136,12
Enterobacteriaceae,32
Bacillus,75
Phycisphaeraceae,24
Sumerlaeaceae,8
Solirubrobacterales,162
Pseudomonas sp. GD100,2
Thermoleophilia,257
Pirellulaceae,89
Burkholderiales,394
LWQ8,11
Herbaspirillum,3
Solibacteraceae,63
Pseudomonas yamanorum,5
Pseudomonas brassicacearum,6
Nitrospirales,36
Subgroup 2,29
Paenibacillaceae,27
Devosiaceae,42
uncultured proteobacterium,23
Serratia fonticola,19
Bradyrhizobium,30
Polaromonas,20
uncultured beta proteobacterium,33
