Taxon,Count
Aneurinibacillaceae,2
Diphascon sp. Diph_06_114,1
Aminicenantales,1
Candidatus Yanofskybacteria,1
[Mycoplasma] group,1
Geoglossales,1
Dyella,3
Botryosphaeria dothidea,1
Eumalacostraca,1
Vetigastropoda,1
Blastocatellaceae,3
Lepidodermella squamata,1
uncultured Rubrobacterales bacterium,3
Eurotiomycetes,27
Discosea,3
Thermoactinomycetaceae,4
Modicella malleola,1
Rhizobium sp. STM 9443,1
Psychrobacter,1
MAST-12C,1
Mucilaginibacter polytrichastri,1
env.OPS 17,1
uncultured Thermosporothrix sp.,1
Chitinophaga sp.,1
Mariniphaga,1
uncultured Thermoplasmatales archaeon,1
Advenella,1
Rhodospirillum,1
Onychophora,1
Comamonas testosteroni,1
Blastomyces,3
Thermoplasmata,2
SH-PL14,1
Collimonas,1
Niveispirillum,1
Kapabacteria,2
Candidatus Adlerbacteria bacterium GW2011_GWA1_54_10,1
uncultured Mycobacteriaceae bacterium,1
uncultured Anaeromyxobacter sp.,1
Rhoiptelea chiliantha,1
Cystofilobasidiales,2
Merismopedia sp. CZS_2_3,1
Gemmata obscuriglobus,1
Collimonas fungivorans,1
Myrothecium,2
Arachnida,5
Basidiomycete symbiont of Atta cephalotes,1
Antrodiella,1
Micromonospora sp. S2508B,1
Bolbitius viscosus,1
Bacillus sp. CL1.120,1
Mycoemilia scoparia,1
Cortinarius sodagnitus,1
Helotiales sp. DU60,1
Umbelopsis sp. Y14 EG-2010,1
Bacillus bataviensis,5
Diplomitoporus,1
Haemophilus,1
NS5 marine group,1
Bacillus sp. M71_D87,1
Kabatiella microsticta,1
Mesorhizobium loti,1
uncultured Methylocella sp.,1
Roseiflexaceae,3
Oligotropha,1
Candidatus Thiobios zoothamnicoli,1
Micromonospora sp. Ms20,1
Pasteuria goettingianae,1
Mycobacterium sp. IS-3022,1
Bacillus sp. M71_D29a,1
Phaeomarasmius proximans,1
Veillonellaceae,3
Pseudomonas sp. T5(2015),1
Salinispora arenicola CNS-205,1
Pseudoalteromonas flavipulchra,1
Stephanodiscus suzukii,1
Prymnesiales,1
Colpodea,2
Enterorhabdus,1
Nakamurella panacisegetis,1
Bacillus sp. JBP-10,1
Micromonospora sp. NEAU-CF29,1
Methyloferula sp. PAMC 26571,1
Dufourea novaeangliae,1
Verrucomicrobiales,1
Ensifer,1
Photobacterium leiognathi subsp. mandapamensis,1
Sorodiplophrys stercorea,1
Verrucomicrobiaceae,1
Allovahlkampfia sp. strain SO/1P,1
Mycobacterium sp. Root135,1
Lactobacillus saniviri,1
Dactylosporangium cerinum,1
bacterium RS50A,1
uncultured Acanthobdellida sp.,1
Paenibacillus sp. BCHCNZ316,1
Blastocatellales,3
Streptomyces griseus,1
Opitutus,4
Actiniaria,1
Tessaracoccus sp. ZS01,1
Leptographium lundbergii,1
Blastocladia,1
Corynebacterium,4
Bacillus psychrosaccharolyticus ATCC 23296,1
Asterophora parasitica,1
bacterium Ellin5021,1
Paenibacillus sp. DMB20,1
Porphyridium,1
Pseudomonas sp. SE22#1a,1
Staphylococcus aureus subsp. aureus Tager 104,1
Stenotrophomonas sp. IARI-B-21,1
uncultured crenarchaeote,1
uncultured Nitrospiraceae bacterium,1
Deuterostomia,7
Mycobacterium sp. OS3-92,1
Lecanicillium,1
Phyllostictaceae,1
Halomonas sp.,1
Thermomyces lanuginosus,1
Cystobacter ferrugineus,1
Leptospirillum ferrooxidans,1
Frankia sp. BMG5.3,1
Pseudothermotoga hypogea DSM 11164 = NBRC 106472,1
Lepidostroma,1
Corynebacteriaceae,4
Omnitrophaceae,2
Bacteroidales,3
Polychaeta,2
Legionella sp. HB09011,1
Bacillus sp. KHA2,1
Frankia alni ACN14a,1
Myxosporea,1
Cercomonas sp. HFCC51,1
Vibrio anguillarum 775,1
Halomonadaceae,1
uncultured Sphingomonas sp.,1
Kribbella sp. GTVB23,1
Halobacillus sp. CR3,1
Pseudothermotoga,1
Candidatus Amoebophilus,1
Chytridiales,2
Streptomyces europaeiscabiei,1
Marichromatium,1
Pseudomonas chlororaphis,2
Bacillus sp. Po10a,1
Nocardioides sp. LNNU 3343,1
Ruinenia,1
Bacillus sp. SGE20(2010),1
Cryobacterium,1
Bodomorpha minima,1
Auriculariales,3
Hyphomonadaceae,3
Mycobacterium sp. 155,1
Nematostelium ovatum,1
Parcubacteria group bacterium GW2011_GWA2_40_14,1
Spathularia,1
rumen bacterium R-15,1
Sphingomonas floccifaciens,1
Bacillus sp. KGN24,1
Acidea,1
marine metagenome,1
Aeromonas,2
Actinomucor,1
Lactobacillus sakei,1
Badhamia,1
Amphilinidea,1
Zoopagales,1
Vallisneria natans,1
Hyaloscypha variabilis,1
uncultured bacterium 4C6,1
Alkaliphilus,1
Bacillus sp. HSCC 1450,1
uncultured bacterium 164,1
Piskurozyma,1
Nitrospirota,7
Desulfotomaculales,1
Chlorophyceae,7
Pneumocystidales,1
Geitlerinema PCC-7105,1
Oxytricha sp. 1 MD-2012,1
Oxytricha,1
Bryophyta,1
Legionellaceae,1
Gastrotricha,2
Thiotrichales,2
uncultured sludge bacterium A8,1
Listeria,1
Leuconostoc fallax,1
Aureobasidium caulivorum,1
Rhodopseudomonas pseudopalustris,1
Tetracladium furcatum,1
uncultured Sporichthyaceae bacterium,1
Schizoplasmodiida,4
Sticholonche sp. JB-2011,1
uncultured Tremellaceae,1
Methylacidiphilaceae,6
Amylibacter,3
Halomicrobiaceae,1
Leuconostoc,1
Nitrospiria,6
Plectosphaerella,1
Neocatenulostroma,1
uncultured Pseudomonadales bacterium,1
Cloacimonadales,1
Euglenozoa,3
Bradyrhizobium sp. UFSM-B52,1
Oculatella ucrainica KZ-12-1,1
Pyramidobacter,1
Persicaria minor,1
Pinus taeda (loblolly pine),1
Aspergillus westerdijkiae,1
Lecanorales,2
Onygenales,3
Paludisphaera,3
uncultured Desulfuromonas sp.,1
uncultured ciliate,3
Ilumatobacteraceae,12
Hyphomonas,1
Blackwellomyces,1
Flavobacteriales,13
Cloacimonadaceae,1
Mannheimia haemolytica MhBrain2012,1
Plicaturopsis,1
Pedobacter,1
Paraburkholderia glathei PML1(12),1
Blastocladiomycetes,3
Champia,1
Styrax americanus,1
Serratia sp.,1
Humaria hemisphaerica,1
Pseudoflavitalea sp. 5GH32-13,1
Paramicrosporidium,1
Methylibium,1
Phytolacca americana (American pokeweed),1
Atopobiaceae,1
Paenibacillus sp. KT19,1
Pseudogymnoascus sp. VKM F-3775,1
Devosia sp. Root685,1
Kitasatospora,1
Aeromicrobium,4
Auricularia auricula-judae (ear fungus),1
alphaI cluster,2
Tundrisphaera lichenicola,1
Micromonospora avicenniae,1
Penicillium sp. ShG4C,1
Paenibacillus wynnii,1
Burkholderia sp. INBio_4511A,1
Fibrobacterales,1
Hylemonella,1
Leptosphaeria biglobosa 'brassicae' group,1
Bacillus sp. SGE78(2010),1
Mycobacterium xenopi 3993,1
Nocardiopsaceae,1
Pseudomonas sp. Root569,1
uncultured type II methanotroph,1
uncultured Geobacteraceae bacterium,1
Komagataeibacter hansenii,1
Guepinia helvelloides,1
Ailurus fulgens styani,1
Williamsia,1
Bacillicladium lobatum,1
Phoma herbarum,1
Methylocella tundrae,1
Cyanobium sp. CZS_39E,1
Candidatus Jorgensenbacteria,2
Thermococcales,1
uncultured Dikarya,3
Colpodidiidae sp. HWB-2007,1
Elusimicrobia,4
Leptosphaeria maculans (blackleg of rapeseed fungus),1
Ophiostomatales,1
Sordariales,2
Pucciniomycotina,12
Marchandiomyces corallinus,1
Eucestoda,5
Olsenella,1
beta proteobacterium JGI 0001003-N18,1
Comamonas testosteroni TK102,1
Acridocarpus natalitius,1
Herpotrichia,1
Halobacteria,1
Trichomeriaceae,2
Crenarchaeota,3
Candidatus Nostocoida,7
Rhodoplanes sp. Z2-YC6860,1
Clostridiales,14
Craspedida,2
Pseudomonas versuta,1
Athelia bombacina,1
Azospirillum sp. PT6C,1
Desulfobaccales,1
uncultured Galactomyces,1
Paenibacillus lautus,1
Subgroup 11,1
Ktedonobacter racemifer DSM 44963,1
Bradymyces graniticola,1
Ideonella sp. K3R-14,1
Lepidoderma carestianum,1
Coxiellaceae bacterium RA15029,1
Caballeronia glathei,3
Umbelopsis nana,1
Lichinaceae,1
Mycobacterium sp. PYR15,1
Aeromicrobium sp. 592,1
bacterium enrichment culture clone auto113_4W,1
Centrohelida,1
Nannocystales,1
bacterium L5-2,1
Kurthia,1
Staphylococcales,10
Rhytismatales,1
Heliocephala elegans,1
Nassophorea,1
Mycoplasmopsis anatis,1
uncultured freshwater cercozoan,1
Desulfatiglandaceae,2
Oxytrichidae,1
Robustodorus arachidis,1
Psychodiella sp. JJV-2009a,1
Brevundimonas naejangsanensis,1
Morganella,1
Penicillium punicae,1
Bacillus sp. NZT-10-56,1
Bacillus solimangrovi,1
Homo sapiens (human),1
Desulfitobacteriia,1
Desulfohalotomaculum,1
Cladosporium sp. CBS 266.53,1
Rothia,1
Singulisphaera sp. GP187,1
Mycobacterium sp. K228YA,1
Hemisarcoptidae gen. sp. AD666,1
Petrakia echinata,1
Bacillus bataviensis LMG 21833,1
Mycoemilia,1
Teratosphaeriaceae,1
Paenibacillus beijingensis,1
Pseudanabaenales,2
Neocatenulostroma microsporum,1
Phlebia,1
uncultured Alicyclobacillaceae bacterium,1
Bacillus sp. Marseille-P3515,1
Nephroselmidophyceae,1
Acinetobacter sp. 178,1
Geopsychrobacteraceae,1
Sphaeronema sp. 1 JH-2014,1
Methanosarcinia,4
Lecanoromycetes,8
Kickxellales,2
Brassica napus (rape),1
Agaricomycetes sp.,1
Acetobacterium bakii,1
Asteroidea,1
Mycobacterium sp. ACS1612,1
Tulasnella,3
uncultured Bacteriovorax sp.,1
Nitrobacter sp. 263,1
Pucciniaceae,5
Methylophagaceae,1
Bacillus sp. Ult-108,1
Collembola,1
Geoglossaceae,1
Paenibacillus sp. T79,1
Araeolaimida,1
Staphylococcus sp.,1
Elev-16S-573,1
Bordetella sp. N,1
Xenacoelomorpha,1
Mycobacterium phlei,1
Nocardia flavorosea,1
[Brevibacterium] frigoritolerans,1
Colletotrichum,1
uncultured Microbacteriaceae bacterium,3
Herbaspirillum,2
Micromonospora sp. 10 GUW,1
Coleochaetophyceae,2
Abditibacteria,1
uncultured Sporosarcina sp.,1
Tulasnella violea,1
Solanum lycopersicum (tomato),2
Listeriaceae,1
Bacillus sp. FJAT-27997,1
Corynebacterium mycetoides,2
Pilimelia,3
uncultured Methylocapsa sp.,1
Nordella,1
KD3-10,2
Porphyridiophyceae,1
Eunicida,1
Candidatus Hamiltonella defensa,2
Edaphobacter,4
Paraconiothyrium fuckelii,1
Salinispora,4
Ascochyta medicaginicola var. medicaginicola,1
Kineosporia aurantiaca,1
Linum usitatissimum (flax),1
Larrea tridentata (creosote bush),1
Micromonospora sp. GKU 885,1
Poa infirma,1
Syndiniales Group II,1
Juncus effusus,1
Mycobacterium sp. JS623,1
Geotrichum,1
Ahniella,1
Flavisolibacter,1
Polytrichum subpilosum,1
Cercomonas aff. longicauda,1
Desulfosporosinus,1
Naasia,1
Rickettsiella,1
Candidatus Zambryskibacteria bacterium RIFCSPHIGHO2_01_FULL_43_27,1
NS11-12 marine group,1
Streptomyces sp. DvalAA-14,1
Papulosaceae,1
uncultured Sphingomonadaceae bacterium,1
Lepidostromataceae,1
Blastocystis hominis,2
Exophiala,4
Mycoplasmoides alvi,1
Pseudomonas sp. ICMP 19500,1
Trichosporonales,2
Cladosporium sp. CBS 282.49,1
Paenibacillus sp. HA55,1
Nicotiana tomentosiformis,1
SAR11 clade,1
Actinomycetales,1
Stereocaulon,1
Lactobacillus brantae,1
Chaetosphaeridiales,2
Paenibacillus sepulcri,1
Flavisolibacter tropicus,1
Flavobacterium psychrophilum,1
Paenibacillus sp. OK060,1
Bacillus sp. S12205,1
Gordonia,3
Bacillus sp. P4603,1
Scrippsiella lachrymosa,1
Hygrocybe reidii,1
uncultured Mucilaginibacter sp.,4
Rozella,2
Bacillus simplex NBRC 15720 = DSM 1321,2
Euteleostomi,6
Nitrosococcales,2
Picozoa,1
Tychonema CCAP 1459-11B,1
Aphelidium,1
OM60(NOR5) clade,2
Leohumicola verrucosa,1
Clostridium sensu stricto 15,1
Pasteuria,3
uncultured Archangiaceae bacterium,1
Candidatus Microthrix,1
Oxyphotobacteria Incertae Sedis,2
Cystostereum murrayi,1
Yueomyces,1
Auriscalpium,1
uncultured Rhodocyclaceae bacterium,1
Phenylobacterium sp. B6.10-61,1
Ophiostomataceae,1
Avena fatua,1
Cloacimonadia,1
Candidatus Zinderia,1
Gibbsiella quercinecans,1
Hypocreaceae,6
Purpureocillium lilacinum (nematode egg-parasitic fungus),1
Streptomyces scabiei,1
Mucilaginibacter frigoritolerans,1
uncultured bacterium DA016,1
Candidatus Jorgensenbacteria bacterium GW2011_GWA1_48_13,1
Acidiferrobacteraceae,1
Pilimelia columellifera subsp. pallida,1
Pseudosporangium,1
Rhodococcus sp.,1
Novel Clade 3,1
Afipia massiliensis,2
Porphyridium aerugineum,1
Bacillus sp. DB14709,1
Bacillus mycoides KBAB4,1
uncultured endolithic amoeba,1
Tolypocladium,1
Heteromita globosa,1
Blastocladiaceae,2
Trichoderma pulvinatum,1
Holosticha multistylata,1
Desulfarculia,1
Erwinia,5
Pucciniomycetes,5
Lulworthia atlantica,1
Solicoccozyma,1
Phlebia brevispora,1
Bacillus sp. X1(2014),2
Mycobacterium sp. MN2-6,1
Piskurozyma capsuligena,1
Rhizopus,2
Trichocomaceae,3
Exiguobacterium sp. VTGP.B30808,1
Ophiostoma novo-ulmi subsp. novo-ulmi,1
Parvibaculaceae,1
Paenibacillus sp. B17a,1
Catellatospora aurea,1
Laceyella sacchari,1
Deschampsia antarctica (Antarctic hairgrass),1
Virgisporangium,3
Mycobacterium sp. W1.09-232,1
Kineococcus radiotolerans SRS30216 = ATCC BAA-149,1
Tardiphaga,1
Meruliaceae,1
Phoma sp. ZH2.1,1
Vahlkampfia inornata,1
Stictidaceae,1
Actinobacteria bacterium IMCC26256,1
Debaryomyces,1
uncultured forest soil bacterium,7
JG30-KF-AS9,4
Nigrograna mackinnonii,1
Mycobacterium sp.,11
Actinidia chinensis,1
Paenibacillus sp. AS-58,1
Metakinetoplastina,3
Paenibacillus sp. G2Bc6,1
Aureobasidium,1
Rhodanobacter sp. B04,1
Sporidiobolaceae,1
Sphingobacteriaceae bacterium kmd_062,1
uncultured Nostocoida sp.,1
Malacostraca,1
uncultured Steroidobacter sp.,1
Parmastomyces transmutans,1
TM7x,1
Actinoplanes toevensis,1
uncultured eubacterium WD229,1
Phloeopeccania pulvinulina,1
Micromonospora sp. FXJ1.524,1
Valsaria,2
Gemella,1
NB1-j,1
Phormidiaceae,1
Neisseria,1
Spirostrombidium,1
Bacillus cereus,13
Nitrospirales,6
Microcystaceae,1
Stereopsis,2
JG30a-KF-32,1
Leptogium,1
Phanerochaete,1
Tepidisphaera,1
Bradyrhizobium sp. enrichment culture clone E109,1
uncultured Klebsiella sp.,1
Isosphaera sp.,2
Thermococcus,1
Arsenophonus endosymbiont of Aphis melosae,1
bacterium SOSP1-79,1
Daucus carota subsp. sativus,1
Ambisporaceae,1
Solirubrobacterales bacterium URHD0059,1
Insecta,7
uncultured Oxytrichidae,2
Corticiaceae,3
Acidimicrobiaceae,1
Penicillium oxalicum,1
Halobacterales,1
Amphidinium,1
Rhodothermia,1
Methylobacterium sp. FXJ3.011,1
Allocatelliglobosispora,1
Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_48_21,1
Triticum urartu,2
Actinoplanes violaceus,1
Christensenellaceae,1
uncultured Nannocystineae bacterium,2
uncultured Beijerinckiaceae bacterium,3
Kineosporia sp.,1
Mycobacterium sp. 05-Be-043,1
Paenibacillus sp. UYSB19,1
Bordetella pertussis,1
Cenococcum geophilum,1
Verrucomicrobia bacterium SCGC AG-212-E04,1
Modicella,1
028H05-P-BN-P5,1
Bradyrhizobium sp. SEMIA 6186,1
Brachybacterium sp. VR2415,1
Brevibacillales,2
Tetramitia,2
Cordieritidaceae,1
Ganoderma,1
Ktedonobacterales bacterium Uno-12,1
Rhodococcus sp. GN29,1
Microstromatales,1
Paenibacillus sp. A6a,1
Bacillus sp. DB75(2010),1
bacterium enrichment culture clone auto84_4W,1
Chloroflexia,8
Mucor mucedo,1
Circinella muscae,1
Cercomonas,11
Terrimicrobium,1
Beauveria bassiana,1
Rhizobacter sp.,1
Coleofasciculaceae,1
Arsenicicoccus,1
Skermanella,1
Desulfobacteria,3
LD29,1
Chitinophaga,2
uncultured bacterium 282,1
Actinomarinales,1
uncultured Zygnematales,1
Roseateles,1
Chromulinales,2
Leptospirillales,1
Phaeosphaeria,5
Parviterribacter,1
Mycosphaerellaceae,7
uncultured Acidimicrobiia bacterium,2
Glaciihabitans,2
uncultured sediment bacterium,2
Streptomyces sp. SAI-25,1
Actinomyces,1
Pochonia chlamydosporia,1
Dacrymycetaceae,1
bacteriap25,1
Pneumocystis jirovecii RU7,1
Agaricostilbaceae,1
Sporichthya,2
Microscypha cajaniensis,1
Virgibacillus,1
Methanobacteria,1
uncultured prokaryote,3
Undibacterium sp. NBGD29,1
Loxostege sticticalis (beet webworm),1
Salinispora sp. TS60-4C,1
Tricladida,1
Burkholderia sp. SB6,1
Acidithiobacillus,2
uncultured bacterium DA111,1
Kapabacteriales,2
Pappea capensis,1
Quadrisphaera,3
Diaminobutyricibacter,1
Clitocybe,1
Diplodia mutila,1
Trichoderma sp. H09,1
Thiomargarita,1
Dactylella oxyspora,1
Ferrovibrionaceae,1
Desulfitobacteriaceae,1
Cutibacterium,3
Conthreep,5
Colpodida,2
Conexibacter woesei DSM 14684,1
Tulasnella asymmetrica,1
Plantactinospora,5
Spiromyces,1
uncultured Candidatus Dependentiae bacterium,2
Candidatus Methylacidiphilum,1
Tolypocladium japonicum,1
Sulfurifustis,1
Acidithiobacillaceae,2
Catenulisporaceae,1
Piskurozymaceae,2
Pseudonocardia,10
uncultured Planctomyces sp.,3
Motilibacter,1
Fibulorhizoctonia sp. CBS 109695,1
Pseudomonas sp. B2085,1
Bacillus kochii,1
Plicaturopsis crispa FD-325 SS-3,1
Clostridiaceae,14
Trematosphaeria,1
Woeseiaceae,1
Hebeloma,1
Cnuella,2
Beggiatoaceae,1
Staphylococcus sp. G1-22,1
Dermabacteraceae,1
Desulfobulbales,3
Serpula,1
Pseudonocardia alaniniphila,1
Cyanobium PCC-6307,4
uncultured Frigoribacterium sp.,1
Mucilaginibacter sp. PAMC 26640,1
Rugosimonospora sp. 260305,1
Latescibacterota,4
Sphaerulina populicola,1
Pezoloma,1
Bacillus sp. IDA2213,1
uncultured sludge bacterium A9,1
Gloeophyllum,3
Staphylococcaceae,9
Pseudohongiella,2
Methanosarciniales,4
Actinoplanes nipponensis,1
Paenibacillus sp. HNI110,1
uncultured rhizosphere cercozoan,1
Sorghum bicolor (sorghum),1
Sphingomonas sp. W2.09-2,1
Amylomyces,2
Desulfatiglans,2
Myroides,2
OM43 clade,2
Goura sclaterii (Sclater's crowned-pigeon),1
Valsaria spartii,1
Luteococcus,1
