Taxon,Count
Intrasporangiaceae,33
Chthonomonadaceae,5
Neonectria lugdunensis,2
Acidimicrobiia,111
Thermoanaerobaculaceae,5
Enterobacterales,62
Thermodesulfovibrionia,15
Yersinia sp. HA77,2
Actinobacteriota,772
Myxococcota,143
KD4-96,102
Granulicella,11
uncultured Bacteroidetes bacterium,11
Filobasidiales,7
Fimbriimonadales,5
TK10,18
Desulfobulbia,27
Pajaroellobacter,29
A0839,5
TRA3-20,7
Vicinamibacteria,53
Gemmatimonas,16
Heterocephalacria,3
Chthoniobacter,17
Bdellovibrio,9
Phaselicystis,5
Opisthokonta,350
Beijerinckiaceae,62
Bdellovibrionaceae,9
Desulfatirhabdium,3
Paenibacillus sp. FSL P4-0081,4
Incertae Sedis,95
Pseudomonas putida,6
uncultured Rhodoplanes sp.,3
Sordariomycetes,30
Rhodoplanes,33
Pseudomonas,400
Gallionellaceae,23
Cuphophyllus,2
Syntrophobacteraceae,3
Agaricales,22
uncultured prokaryote,7
Thermoanaerobaculales,5
Candidatus Levybacteria,24
Paenibacillales,161
Subgroup 10,5
Phialocephala,5
Acetobacteraceae,64
MND1,10
Obscuribacteraceae,3
Sodalis sp. HA76,2
Nitrospirota,21
Tremellomycetes,17
Polyangiales,56
Holophagae,46
Filobasidiaceae,7
Acidobacteriales,216
Sumerlaeia,2
Rickettsiales,72
Chloroflexi,291
Ellin6067,27
Pseudomonas sp. CB1,2
Chthonomonadales,8
Conexibacter,51
Subgroup 7,36
Omnitrophaceae,8
Obazoa,350
Nucletmycea,318
Rhizobiales,362
Haliangiales,66
Chitinophagaceae,51
uncultured Acidobacteria bacterium,151
Solirubrobacteraceae,77
uncultured actinobacterium,42
Perkinsidae,3
Pycnoraceae,2
Desulfocapsaceae,24
uncultured Rhodospirillaceae bacterium,3
Bacteria,4943
Desulfobacca,12
Desulfobulbales,27
Pseudomonas syringae pv. pisi,2
Candidatus Solibacter,65
Gemmatimonadota,46
Holophagales,10
Gaiellales,125
Syntrophobacterales,14
Pseudomonas antarctica,3
Hypocreales,20
IMCC26256,64
metagenome,407
ABY1,13
AD3,10
Alphaproteobacteria,664
Leotiomyceta Incertae Sedis,2
Chthoniobacterales,57
Desulfobaccia,12
uncultured Tremellaceae,3
Omnitrophia,9
GOUTA6,20
Mortierellomycotina,50
JG36-TzT-191,14
Gallionella,18
Paenibacillus sp. OK076,2
Phaselicystidaceae,5
Proteobacteria,1532
Burkholderiales,232
Dongia,4
Pedosphaerales,56
Bacteroidota,157
Amorphea,358
S-BQ2-57 soil group,11
Basidiomycota,91
Bryobacterales,56
uncultured Rhizobiales bacterium,7
Paenibacillus sp. FSL R5-0345,5
Pseudomonas putida B6-2,2
Opitutaceae,42
Candidatus Udaeobacter,28
Alveolata,25
Pseudomonas fluorescens,19
Pirellulales,52
Opitutales,43
Anaerolineae,79
Candidatus Magasanikbacteria,8
Oryzihumus,21
Pezizomycotina,141
Chthonomonadetes,8
Klebsiella pneumoniae,6
uncultured Solirubrobacter sp.,5
Acetobacterales,64
Pirellulaceae,52
Thermoanaerobaculia,5
bacterium,4
uncultured rhizosphere zygomycete,3
Armatimonadota,22
Pedosphaeraceae,56
uncultured bacterium,2466
Nitrosomonadaceae,72
Phycisphaerae,55
Protalveolata,5
Sumerlaeaceae,2
Bauldia,26
Desulfobaccaceae,12
Holophagaceae,10
Syntrophobacter,3
Ascomycota,149
Roseiarcus,25
Bradyrhizobium lablabi,2
uncultured Chloroflexi bacterium,32
uncultured delta proteobacterium,19
Comamonadaceae,15
uncultured Anaerolineaceae bacterium,7
Gammaproteobacteria,868
Syntrophobacteria,14
Dongiaceae,4
Pseudomonas stutzeri,7
Micropepsales,33
Desulfobaccales,12
Frankiales,142
Sumerlaeales,2
Hydrogenophilaceae,19
Escherichia-Shigella,5
Pycnora,2
Bacilli,253
Bradyrhizobium,40
Pseudomonas agarici,2
