Taxon,Count
Eukaryota,614
Group 1.1c,6
Bacillus senegalensis,3
Tremellomycetes,17
Acidothermaceae,60
SC-I-84,15
Planococcaceae,30
Bacillus cereus,4
Mucorales,59
uncultured eukaryote,19
Bdellovibrionota,32
Bradyrhizobium sp.YB2,2
Tracheophyta,82
Bradyrhizobium lablabi,2
Blastocatellia,44
Streptococcus pneumoniae,7
Pseudogymnoascus pannorum,2
Filobasidiaceae,7
Cyperus alternifolius,2
Schlesneriaceae,9
Subgroup 2,82
Chloroplast,39
Mucor lanceolatus,2
Bacteroidota,130
Solibacterales,95
uncultured Acidobacteriales bacterium,10
uncultured archaeon,11
Hyphomicrobiaceae,23
Bacillus jeddahensis,2
BIrii41,15
Hafnia-Obesumbacterium,10
Enterobacteriaceae,50
Mortierella,15
Rhodanobacteraceae,19
Bacillus sp. OV166,10
Ilumatobacter coccineus YM16-304,2
Gemmatales,91
Bacillus sp. NCIMB 11647,2
Escherichia-Shigella,18
Acidobacteriales,169
Mucor racemosus,4
Micropepsaceae,30
BCP clade,40
Gammaproteobacteria Incertae Sedis,30
Bryobacter,54
Holozoa,41
Bacillus methanolicus MGA3,2
67-14,84
Nitrospirales,11
Angustibacter,6
Nocardioidaceae,35
Pseudogymnoascus,6
Nitrospirota,13
URHD0088,4
mle1-7,6
Rickettsiales,66
Solirubrobacterales,182
Pajaroellobacter,20
Archaeplastida,89
Pedosphaeraceae,52
Comamonadaceae,24
uncultured Firmicutes bacterium,7
Mitochondria,58
AD3,13
Heterocephalacria,5
Serratia proteamaculans 568,2
Ellin516,4
uncultured Planctomyces sp.,3
Chloroplastida,88
Acidobacteriota,635
Ammopiptanthus mongolicus,8
Firmicutes,434
Granulicella,13
Nitrospiria,11
Mortierellales,18
Planctomycetota,320
Pectobacterium atrosepticum,2
Pyrinomonadales,23
Beijerinckiaceae,31
KD4-96,22
Acetobacteraceae,79
A0839,5
Solirubrobacteraceae,98
uncultured bacterium,2238
Pectobacterium,11
Rhizobiales Incertae Sedis,12
Archaea,28
Edaphobaculum,9
